c1,c2,text,For Class
2479607264,3/30/2018,"Very well argued, and has spurred me to rethink some of my stances on .",
2490088512,3/30/2018,"Anti-Gun Florida Student Admits To  School Shooter -     "", ""Privileged Whites Leave Inner-City Minorities Defenseless With Gun Control Push -    "")",
2500587222,3/30/2018," Refuses To Accept Laura Ingraham's Apology, Instead ..Demands Them To Denounce the Network For Not Buying Into His Hitler Ideology And Giving Airtime To   Agenda .."", "" That  Was Bullied For Years Until He Cracked And Went On A Deadly Shooting Spree, By The Same Kids That Are Pushing For  On The News.. Shouldn't  Be Reporting On This?"")",
250486502,3/30/2018,Automatic riffles for $99 at  in St. Charles Town center in Maryland I thought  announced stop selling guns,
25143586,3/30/2018,Thank you Vermont House!     &Reform,
2515090830,3/30/2018,People are worry about  . S***. I'm worry about making my child support payment on time .,
2516702406,3/30/2018,Thank you  for tackling  and !,
252888063,3/30/2018,Whether I agree or disagree with you on  is besides the point...you are a lowlife for bringing this content into the discussion.,
253075860,3/30/2018,Stoking fear is their Expertise No one wants to ban 2A People want reasonable measures put in place to reduce mass shootings with normal ID and criminal history checks and banning military grade weapons like the AR15 which are the preferred choice of mass murderers,
2564408607,3/30/2018,is all about control...    etc.,
25854575,3/30/2018,"Important principles May and must be inflexible. Your philosophy put its trust in People. So, you insist on individuals being responsible for their actions. ~Abraham Lincoln",
258809606,3/30/2018,3) Regarding  The  and it's supporters stand to lose a sense of security and national identity.  advocates would gain a sense of security. Both feel their side offers the best protection. The cost:  and weapons makers lose money and influence.,
259121785,3/30/2018,What have U done 4  2 stop  IN R  & Streets??,
2598996253,3/30/2018,parody  - Is it Wrong?   bloggers,
261485361,3/30/2018,So tired of the lame excuse that criminals will gets guns any way so no point in changing the law,
2616209796,3/30/2018,"For the thousands of  who may not know, the AR15 rifle is NOT an assault rifle, & NOT an automatic rifle. It's a brand name: Armalite Rifle. Assault is an action, NOT an object.",
26211082,3/30/2018,Retired U.S. Supreme Court Justice John Paul Stevens suggested that students who participated in last Saturday's  rallies should demand more than just  legislationthey should demand that the Second Amendment be repealed.,
262388466,3/30/2018,The ungracious little twit refuses to accept Ingraham's apology. He's right about one thing - he IS the future of radical Progressivism. Bad mannered. Hateful. Ignorant.,
265140620,3/30/2018,_kasky He ceased being a kid when Nikolas Cruz opened fire.,
271275775,3/30/2018,"_kasky No, clearly the shooter showed up at the school and just threw the bullets at people really hard. Guns don't kill people. People with guns kill people.",
2720811,3/30/2018,::quiltr:: Mini Stay-Cation --,
2738151499,3/30/2018,"I refuse to debate  with people who have no problem killing babies. ~"", ""I'm just gonna leave this here.... "")",
27514510,3/30/2018,Wow! Heartbreaking figure. We have so much work to do....,
275336189,3/30/2018,"6 REASONS GUN CONTROL WILL NOT SOLVE MASS KILLINGS      "", ""WHERE'S THE COMMON SENSE IN 'COMMON SENSE' GUN LAWS?       "")",
276695591,3/30/2018,"You & Cameron & Emma & Ryan & your friends are doing a fantastic, historic job in injecting some decency & common sense at a fraught & dangerous moment in American history. You must be tired but keep going for all our sakes. Sorry it is isn't adults leading the way.",
27726572,3/30/2018,"I could not agree with you more, my wise, brave young friend. Please be kind to yourself and know that you have the support of MILLIONS who are impressed beyond belief by your courage and wisdom.",
27795092,3/30/2018,"The spell Expeliarmus (disarming the threat) was acceptable and used often. Avada Kadavra (the killing curse) was considered unforgivable. Let's call it...Common sense wand control. Read a book, please.",
2780550287,3/30/2018,"3. The AR-15 has been used in countless self-defense situations and is becoming the most popular home defense rifle because contrary to  propaganda, it is actually less likely to go through a home invader and kill your neighbor down the street.",
2790974808,3/30/2018,Complete indoctrination...,
2792416087,3/30/2018,Is the Lizzy Law headed for Other Communities?       &Transfer,
2801162648,3/30/2018,"I'm trying to consciously eradicate -centric phrases from my lexicon, and realizing how pervasive it is: I'll ""shoot"" them an email, let's ""pull the trigger"" on this project, etc.",
282671020,3/30/2018,"Taking a moment to say thanks for finding a spine to       ,  &   at least on the issues of",
2834669914,3/30/2018,"To all those who stupidly claim that there are more uterine regulations than firearm regulations, I will give you 1000 dollars if you can prove your assertion. Not kidding. Go for it.   "", ""Want to see violent crime plummet in Chicago, NY, Baltimore, LA, Oakland, et cetera? Shall issue CCW policy.  "")",
28388111,3/30/2018,It has nothing to do with the second amendment and everything to do with money.,
2844575768,3/30/2018,"In battling anti- hate tweets, I began to hear nothing but . Hearing the same *yawn* arguments, the same insults, the same claims w nothing to back it up, *yawn*, the same anger, the same thing over & over..... but NO solutions & no willingness to compromise",
2847274084,3/30/2018,. - Revelation? . . -,
2859441170,3/30/2018,"Reminds me of Left's Roe v Wade win, that I initially supported. Over the years this law was amended  of times to now become murder on demand throughout entire pregnancy.  argument starts at same point then it will become  God bless",
287328013,3/30/2018,What's good for one Ammendment should be good for all of them!,
2887465954,3/30/2018,"BREAKING NEWS! The  aka  just blew up! It turns out  is not a High School Student! He is a 25 year old activist hired by  to perpetuate  via the  SHARE THIS!!! Join us to help defeat..."", ""BREAKING NEWS! The  aka  just blew up! It turns out  is not a High School Student! He is a 25 year old activist hired by  to perpetuate  via the   Join us to help defeat them ""
)",
29154355,3/30/2018,"This is not a white student issue, this is a  issue... Let ALL the children have a platform! Let ALL the children's voices be heard!",
2917675554,3/30/2018,Being Terrible to Teens Is an American Political Tradition,
2931887991,3/30/2018,".  Representative from District 53, in southern Brevard County, to file bills to repeal  from  law.    _Today",
2945134450,3/30/2018,Folks: this is what the police are up against. My advice is not to reach for your cell phone. They might get worried.,
2967765959,3/30/2018,. simply proved how much better  is at this  debate. Seriously orders of magnitudes better.,
29757205,3/30/2018,There's Never Been A More Important Time To Know The Source Of Your Rights     (PS - I used Dana's picture instead of my own. She's much better looking than me.),
298360896,3/30/2018,"l think you can handle anyone and any subject, so you should go on any show whether its  or  to truly make a ""fair and balanced"" viewpoint.",
298527095,3/30/2018,: Will you be holding a Town Hall meeting on April 7?,
299456906,3/30/2018,"Not ONE PERSON advocating for  or an  can or will  the  of \""What THAT ? How  will be ? OR What will be done about the MILLIONS of such 'so-called weapons' already IN EXISTENCE and  by Americans?\"" !"", ""_su    You couldnt be more WRONG! is always a  for the !  was a defacto CONTRIBUTION to the ! Its EXACTLY what MOTIVATES  American  what Leftists will NEVER GET. So  grabs  from the jaws of DEFEAT!""
)",
30239626,3/30/2018,This is the simplest explanation I've seen. Perhaps even Liberals can understand it?,
3029783283,3/30/2018,That's it - blow the head off your 19 year-old son staggering in after a big night on the tiles. I'll take our Australian gun laws and the broom thanks,
3032393326,3/30/2018," When did comments become an attack? We arent attacking thier advertisers & trying to ruin thier futures for having a different opinion. People are clearly frustrated that the real cause of those deaths (BrowardSherrif) are being ignored to further . It's sickening"", "" _Now Armed Staff that is competent enough to do thier job is the only thing that will save children's lives. I'm sorry your  happened & you weren't given any adult support by . That's the real failure &  will not change that sad fact.""
)",
304192604,3/30/2018,Brother of  victim Carmen Schentrup speaking in NC,
30576784,3/30/2018,Both in favor of .,
3060124229,3/30/2018,What is your  on ? Do you support restrictions on ? Make your voice heard!,
307175159,3/30/2018,"Ha ha! He's pushing for more  but never demands that the  be held accountable for allowing so many kids to be shot! By the way, adults were killed too! How come you kids never protest 300k babies being killed by Planned Parenthood ever year?",
3080692418,3/30/2018,I understand people want guns to be able to protect themselves. However people need to realize that policies right now are far to lax & we have to do more to prevent weapons from falling into the hands of bad people. We have to be proactive not reactive.,
309084192,3/30/2018,Now that's some mighty fine,
309368540,3/30/2018,Guns are safe. It's a distraction. Don't believe .,
309809796,3/30/2018,Remind me of the last acid attack that killed 50+ and injured hundreds of people. I'll wait.,
3118458140,3/30/2018,"_un    So when we say  is Unconstitutional. We mean it. And the courts are almost always one our side when such extreme measures are taken."", ""_un    Because taking peoples lawfully owned property away and retroactively punishing them as felons is Unconstitutional. Thats why. And that is where  goes to die in Gun Rights states."")",
311862798,3/30/2018,Nick Freitas : Best 7 minutes EVER on,
31399634,3/30/2018,"Pay attention to what your children are being forced to do in . What this  did was wrong and Papa Bear  forced correction.    "", ""What's your reaction to this? Did Dad prove a point or not?    "")",
3143451675,3/30/2018,There's whole school and hotel shootings w/ assault rifles but you know what at least ppl won't see a VIOLENT,
31631110,3/30/2018,"Gonna take all the guns from conservatives, melt them down, and make a rainbow colored statue of Mao.",
31855526,3/30/2018,"RIGHT NOW:  of  tells me about the Second Amendment,  and the .",
3188978536,3/30/2018,"IS  identity: b4 KY 1853 ruling, Right 2  was legally & culturally prioritized above Right 2  (Bear Arms).  above  is actually a distortion of original  idea of",
322061479,3/30/2018,"Yeah, I'm good with this.",
322609246,3/30/2018,"             "", ""             "")",
3237425269,3/30/2018,in America Has Always Been About Disarming Black People,
3241007092,3/30/2018,_ROB_29  had some nerve pushing only  assignment on the children. It should have been a choice for the child to decide. But honestly it's too deep of an issue for children in . This is getting completely out of control.,
32480335,3/30/2018,Reading reaction to this tweet. Odd. I took it as pure sarcasm pointing out the results of ideallic teenagers () foolishly supporting the nefarious plotting tyrannical evil of gun control. If it's supposed to support  gun it's a poor choice of references.,
3249491245,3/30/2018,it's time to pull books about modifying military style guns into killing machines.,
32602220,3/30/2018,Did you know at the Florida Day town hall that he said when he met with  students they never mentioned,
327010441,3/30/2018,"UIC would be perfect!  could rent a nearby room on Chicago's WestSide, for an up-close-&-personal look at how strict  laws curb ViolentCriminals. But  may not like this suggestion, because in that environment his  would be inoperative.",
32802488,3/30/2018,Alex Jones' 15 Yr Old Son Challenges Punk Gun-Grabber  To A Gun Debate! Does Hogg have the spine to take the challenge & will media cover it? NO because libtards CAN'T win a logical debate based on facts. Hogg will hide.,
32827707,3/30/2018,Eye of Providence? Who is P?  .,
32928282,3/30/2018,"This is why  doesn't work. This is why law abiding gun owners   Convicted felon shot, killed by homeowner during Tennessee home invasion: cops via the  App",
330128037,3/30/2018,"Those two young women, give me hope. I wanted to turn the channel, but we have to hear the stories so we don't become numb. These kids are our future, so we have to back them up.",
33084318,3/30/2018,THE LEFT WANTS ALL THESE CHANGES AND NOW THE,
33415745,3/30/2018,Get on the side of  then you can talk again.,
33529092,3/30/2018,"Left wing regressive media mis-led us again, anyone surprised? Any they wonder why we call them  Study says teenagers made up just 10% of March for Our Lives crowd   the  no",
3354249616,3/30/2018,SHAME on you bullying  I hope everyone continues to boycott your sponsors,
33596186,3/30/2018,Exactly why the 2nd admenent is needed!!  is not going go work.,
3369915309,3/30/2018,It's not about  It's about  sinister & pervert strategy to win  They're using victim's families pain as motivation to movilizing people against  &  a secondary goal. But main goal is to keeping people movilized until Election day,
3397697673,3/30/2018,This is not okay. Children should experience life not hide.,
3427078965,3/30/2018,"_Blair_  Democrats are fools. Using kids to promote  is just your speed. Enter the public forum, disparage millions of law abiding citizens and the  you're gonna get blowback. If they take your  it won't be long before your  will be gone. Do some research.",
34377519,3/30/2018,JHV Editorial: Gun violence should not be entertainment:,
34430800,3/30/2018,For all the companies pulling advertisements from  we will find other companies/products to which we will give our business! For our pets:,
3448846420,3/30/2018,"""STOP BLAMING !""  DESTROYS the  Argument"" on  || Someone PLZ get   before something ends up happening to him. What? You think it couldn't?  WONT BE UNARMED LOVEY!  |",
354046636,3/30/2018,raised his fist. He's no nazi. He & the other  realize the only color they care about is green. Injustice to 1 is injustice to all.,
35518341,3/30/2018,This generation needs more Buffy and less tide pods...,
3561475512,3/30/2018,It's laughable people are telling Hogg to not tell  to shut up because it's rude. You  people are wild we are passsd politeness. You elected a bully. Bullies will be treated rudely back & their money taken away.,
356973774,3/30/2018,The stupidity on  hurts!!!,
35904361,3/30/2018,Why won't  even listen to other students at ? the media has stiffed  while you promote  and . America is sick and tired of one-sided opinions.,
361417698,3/30/2018,Pro-gun people should love  because they would still get to own guns AND strike an indignantly angry pose. It's win-win for you guys.,
3679543701,3/30/2018,Matters is who  works for.  is a .,
37408963,3/30/2018,And therefore let's thank our governors who by resisting  create some work for our doctors,
374202070,3/30/2018,"Nobody needs a fucking gun, get over your small dicks and insecurities ya dumb fucks.",
3750265342,3/30/2018,"Millions more died in    &   &    , son YOU are a   for  &        4  vs  "", ""America, you DO realize the Left is fully driven to start a civil war, don't you?               4   "", 
""_estherbooo   You need to clarify that. Stupid black people, just like stupid white people who don't understand  &   (aka  for   ) &  was the tool of    & ALL despots. Never about  ALWAYS "", ""\""Molon Labe\"" our new cartoon                      ""
)",
3751384162,3/30/2018,Imagine being the kind of person who is more outraged at kids walking out of school in protest than at kids being carried out of school in body bags...,
378523151,3/30/2018,"_atl It'd be nice for the adults to lead by example for a change. Interesting the number of adults on here calling out his behaviour but who have/are behaving similarly on this platform. TBH, I think the issue some have is actually with his message.",
379253804,3/30/2018,"Repeal the Second Amendment. Whoops, I said it again",
37975072,3/30/2018,Clueless Feds Show Why Gun Policy Should Be Local:Analysis by .,
382855291,3/30/2018,": ""I'll accept Ingraham's apology if she condemns  coverage""",
3834650237,3/30/2018," Can't wait to see  fundraisers you manage! You did a great job with the    ! Keep up the good work."", "" You may not get into college but you sure are a good fundraiser. Keep up the good work      "")",
3836463252,3/30/2018,Backing  and : George Soros Michael Bloomberg Warren Buffett Oprah Winfrey Paul Allen Steve Ballmer Rupert Murdoch Everytown for Gun Safety Planned Parenthood Mayors Against Illegal Guns Moms Demand Action,
384852760,3/30/2018,"Want to hear the real idiocy of the  / attacks on the  survivors? Most of those young people are 18, which means  think they are ADULT enough to OWN and SHOOT guns.. but they don't think they are old enough to have a valid opinion on ?!",
38531611,3/30/2018,You are losing. Wrong side of history. Time to change or decide to lose.,
387142790,3/30/2018,"Is without a doubt a product of white privilege, and quite frankly its sad. I've said I appreciate the movement, because issues on  need to be heard, but minority children suffer the most from this country's lax gun laws & our calls have been ignored.",
388352769,3/30/2018," Then u must be doing less than nothing because he is one of the most ill-informed students I've ever heard speak on the topic of . He needs to pay attention in class more because he is woefully ignorant of   "", ""\""No, we don't want to take your . Not at all. We love & respect the  right to bear arms. All we want are 'common sense'  .\""       ""
)",
394946692,3/30/2018,This was a powerful scene.,
3960051754,3/30/2018,Final result of,
3983362153,3/30/2018,"Author  &gt; an activist, conservationist, visionary, wrote powerful books:",
39856156,3/30/2018,Disgusted by these ppl. Do they not have compassion after the tragedy. Hope this going after teenagers crap stops soon. It's ridiculous,
406434502,3/30/2018,The Liberal Leftists and the  has made  their poster child for  who wants to be treated like an adult but also wants to be treated like a child when anyone confronts him.,
411364709,3/30/2018,"_hoggs  If your brother  has no political/news value, they'd not attack him. Remember you guys are powerful! You can change the world. Stay fighting!",
411621494,3/30/2018,"The Nazis were huge gun control advocates as was the KKK.  is the tool of tyrants, psychopaths, racists and barbarians.",
414394298,3/30/2018,The same people who don't like gun control is the same people who pick on me in highschool they give me no apology's or say hello to me they be talking about bullying is wrong please shut the fuck up please hypocrites all of them,
4175042472,3/30/2018,Direct and plain-spoken: this debate by  is a great resource to boost your gun safety literacy,
417632104,3/30/2018,Divest from gun culture.,
422725612,3/30/2018,can stop  before  can.,
42410634,3/30/2018,David Hogg. Political Cartoon. Debate . Rex Jones.,
4270724613,3/30/2018,"a lesson. It's not an apology when it's b/c  turned over your money tables. Who is more like Jesus, ?",
42798684,3/30/2018,It's pretty obvious that not much can scare someone who's been the target of a shooter - and also that fear is the primary reason to own an assault weapon.,
431249824,3/30/2018,"I guess her  wave at  GOP convention could be passed off as ""up for interpretation."" Nice of her to clarify her world view for advertisers w extremist  rhetoric attacking  efforts of",
4350570377,3/30/2018,I try to NOT mention the org that promotes guns bc they get paid by gun manufacturers THEY Are NOT a GOVMT entity,
435404014,3/30/2018,#NAME?,
44393729,3/30/2018,"Hundreds of thousands show up for  to encourage               "", ""Paul's View:  for everybody!                   ""
)",
4445821040,3/30/2018,"This  let's honor our ancestor's escape from bondage by opposing those that want to disarm us, and make us slaves again.        _nine    "", ""This  let's honor our ancestors escape from bondage by opposing those that want to disarm us, and make us slaves again.       _JPFO "")",
44798696,3/30/2018,"The level of ignorance is astonishing.    cc         "", "" The level of ignorance is astonishing.    cc         "")",
448999297,3/30/2018,"Think about it for however long you need to.       "", ""I thought the reason people owned guns was to have organized militias to overthrow a tyrannical government like it says in the 2nd Amendment of the Constitution. I guess crazy white people is the real reason.     "", ""It's amazing what perception or complete bias do.    "")",
4491531140,3/30/2018," GOP lawmakers returns their NRA cash and voted to save lives with an       "", ""Hypocrite Republicans pretend they believe in the sanctity of life, then do everything to endanger life         "")",
4543085935,3/30/2018,"EXACTLY! It's ok 4 him 2 constantly lie about . Call Millions of ppl a \""sick f$cker\"" because we R Republican. Accuse Millions of law-abiding gun owners murders 4 supporting  but he can't take any heat! B.S.We also have the RIGHT 2  "", ""  Millions of Ppl R pissed about your lies on  We R offended about being called a \""sick f$cker\"" because we R Republican. Millions of law-abiding gun owners called murders 4 supporting  WHERE'S YOUR APOLOGY?  "", 
"" Millions of Ppl R pissed about  lies on  We R offended about being called a \""sick f$cker\"" because we R Republican. Millions of law-abiding gun owners called murders 4 supporting  WHERE'S HIS APOLOGY? "", ""  Millions of Ppl R pissed about his lies on . We R offended about being called a \""sick f$cker\"" because we R Republican. Millions of law-abiding gun owners called murders 4 supporting  WHERE'S YOUR APOLOGY? ""
)",
465034145,3/30/2018,Switzerland Has High Gun Ownership But No Mass Shootings,
4650587183,3/30/2018,lol. Mostly middle aged-woman that vote Dem anyway. Keep it up. The  debate works out great for  everytime.,
466109596,3/30/2018,"Going to ""Rep. Jerrold Nadler - Congressional Town Hall"". See you there?via",
468088827,3/30/2018,"2018: elementary school updated us on their new auto locking doors, the front doors will open to allow access to a buzzer. This button will ring the front office prior, where access to open the doors must be given. so we lock up our schools & we can't have ?",
47415772,3/30/2018,"Jennifer Hoppe of  says tech giants Apple, Google and Amazon should use their power to dump the  and its streaming  channel. What do you think?via",
474459576,3/30/2018,Does NOT sound like  ... sounds like MIND CONTROL by  !!!,
474484988,3/30/2018,Can the  alone support ? Maybe  can merge with FOX ...at the rate they're losing advertising it's clear who doesn't know what they're talking about and it isn't the teens!,
47849447,3/30/2018,Censors Comparisons Of  To  Youth Rally When He ...,
4787695562,3/30/2018,"_usa After  it dawned on me~ it's NOT just a coincidence that   & other well-choreographed, well-scripted kids could instantly get into character ~2nd thoughts abt  /  ~did  lie-in-wait 4 this 2 happen",
479753431,3/30/2018,Dispensary's and underground sellers have been operating illegally in Ontario for as long as anyone can remember. Green will always flow through the system. Its only the people who wish to make money who feel threatened by the new laws making weed LEGAL  isareal topic,
479963542,3/30/2018,doesn't work!!,
480456689,3/30/2018,Opioids and guns are pushed by big industry.  Congress bought and sold... So nothing will happen until we clean house,
4810620422,3/30/2018,This is so deep and sad. My relatives were in the Holocaust. I refuse to end up like this here in America. Let those who have a gun for security keep them,
4850193552,3/30/2018,"Do your kids play video games? What is your take on USA TODAY's recent article about violence in video games? No matter where you stand on the violent video game debate, remember you can use unGlue to curb video game usage.",
485153001,3/30/2018,Most Of The   Weren't Young And Most Weren't Motivated By  - From a,
4852100926,3/30/2018,"Using existing gun registration laws in 1938, Hitler was able to disarm the German Jews who were ordered to surrender all their weapons, and the police had the records on all who had registered them.",
485221115,3/30/2018,Gungrabbers just love Compromise! In exchange for NOTHING they get SOMETHING and Freemen and Freewomen give up their rights and liberties in exchange for NOTHING.,
4888453971,3/30/2018,"DK why you're so obsessed w/the  students, when you s/b working on serious legislation in Congress, like .",
491932706,3/30/2018,OMG! See how the unqualified POTUS hiring the unqualified is unquantifiable!,
49676808,3/30/2018,"_kasky Mr Paronto THANK you for all of your service. Why throw an insult at anyone who hid in hopes of surviving a school shooting? And you seem to be saying people must have ""responded"" to a shooter in order to have an educated opinion on  not much logic to that",
499972836,3/30/2018,"The latest ""zinger"" from gun nuts (and it must be on a talking point list because it's coming up a lot) is ""have you ever fired a fully automatic weapon?"" Few people in the civilian population have. And when you say no, they think they have discredited you. Nutty.",
503773339,3/30/2018,"_Rate For starters, this ""issue"" is wrongly framed. It's not about his rejection. The discussion on college acceptance/rejection of  was originally a distraction from the debate on  and bullying technique from . CNN's just creating content.",
508899954,3/30/2018,quit whining jeebus!,
518650092,3/30/2018,who demand we focus on other ways to curb  other than  are like obese people who insist on trying every method to lose weight other than eating less and exercising more.,
523368085,3/30/2018,"Unless businesses are willing to lose 50% of their customer base, they need to stay out of political hot button issues like    etc. Serve everyone, keep your politics out of the business."", "" FBI should be found guilty for aiding and abetting. They knew, they had his father as an informant. When  was AG he wanted incidents that would give the  reasons for stronger  with goal of repealing .  failure came from same culture."", 
""  _hoggs They are  but both are really just piglets rolling in the muck they're raking up.  "")",
5294092,3/30/2018,how may we  the  of  by thinking about       and the uneven  of   ?,
529556135,3/30/2018,We must act for  so the left wins.,
530948034,3/30/2018,"This dumb Irish chick blocked me after years bcuz she couldn't 4ce me 2 agree w/her DUMB libtarded  ways! She wood have put a gun 2 my head if she could 4ce me 2 bow 2 her tyranny! LOL, meanwhile, no one cares about Ireland  or even rules it! Emotional Girl, LOLOL!",
53222655,3/30/2018," When  made his decision not to return to high school he relinquished the title student. Traveling the country as a full time  advocate he has taken on an adult role. If he acts like an adult he should be treated like an adult."", "" is no longer a student. He admitted to CNN Alisyn Camerota he has not returned and has no intention of returning to Parkland school. He is too busy acting like an adult activist traveling the country promoting "", ""Why is it the rest of the Parkland teenagers went back to school but  didn't and told CNN that he is too busy to return to school. Wonder where he will be when  students graduate? ""
)",
535800205,3/30/2018,"-C'mon guys, they are just kids ........ But why I have you on the air, what's your take on  &",
556445447,3/30/2018,I agree with .  is nothing more than a whiny kid employed by the liberal left to push the gun confiscation agenda. Sad the liberals have fallen this low.,
561614650,3/30/2018,"Awesome! Largest Christian university opens 'sophisticated'  range for students.          "", ""Marine Corps Veteran Pens Open Letter to  . hope you read this,  & _hoggs           "", ""Yep, that's you and your gang of bullies,  _hoggs -             "", 
""I knew this crap would come!         "")",
562938526,3/30/2018,"More  from . The AR-15 is NOT, I repeat NOT a high powered rifle. Idiots.",
562996358,3/30/2018,in Sutherland Springs to discuss Fix NICS ACT',
565520223,3/30/2018,"Jess doesn't think she's a huge piece of s. He loves her and wants her apology to be sincere, leave  and start working on campaigns 4",
570567264,3/30/2018,How do u propose to protect? With what?,
57522782,3/30/2018,You are one piece of trash that has benefited from the Parkland tragedy as the new socialist/leftist  puppet...when is the book deal and movie coming?,
575764171,3/30/2018,"Killer Mike Drops Full NRA Interview              "", ""Killer Mike ASK BLACK PEOPLE: Are You READY For Revolution?      -youth"")",
58028616,3/30/2018,"Just like  (and his, NOBEL PEACE PRIZE?!?! WTF?!), the  , there being 50-something odd   will stop humans from dying, illegals should be able to vote.etc etc etc",
58524157,3/30/2018,What happened 2 Cooper is what every parent fears in todays America. NO community has THE RIGHT to tell victims of mass shootings or anyone NOT 2support gun safety LAWS! Cooper serve ur detention & nothing else! I'll see you at the next walk out!,
588551732,3/30/2018,"OK, sold: Let's arm teachers. ...With magic wands. If they're fully-certified wizards.",
59395554,3/30/2018,dropping  in the  argument,
60643854,3/30/2018,"See what happens when Real Police do their jobs, enforce existing laws and act on potential threats. We don't need more laws restricting ownership, we already have them!",
61015562,3/30/2018,"This  assault is about gun confiscation Preventing kids from playing with toy guns won't stop violence Teaching our children about morality, God, & encouraging family & 2 parent homes WILL But, of course, that's out of the question",
614300917,3/30/2018,This is the reason we have the second amendment. So we can fight back if our government turns against us.,
625857378,3/30/2018,Rent a gun Put a lojack on it so FBI knows exactly where it is. It better be in the woods  hunting . Repeal the 2nd amendment,
62887120,3/30/2018,"I've learned from listening to the Left on gun rights they believe some laws are just too hard to follow. That personal responsibility is just too hard, so we must change those laws or eliminate those rights to accommodate the very few who can't follow the law.",
64784576,3/30/2018,. did you know your voice is featured in a Canadian Broadcasting Corporation (CBC)?      _hoggs,
65817569,3/30/2018,Don't pretend you're more moral if you kill or support the killing of babies. You are the most vile person in the chat. You have no moral compass... period!,
67254176,3/30/2018," "", "" "")",
7.01E+17,3/30/2018,TRAINING NEVER STOPS I'm not a political person and I don't say or do things based on my affiliation or membership to anything. If I had a statement to give to the misinformed advocates on  I can personally relate to a  song.,
703457405,3/30/2018,"_kasky  Pattern.... Why don't you talk about what makes kids- YOUR PEERS, want to shoot up a school?",
7.07E+17,3/30/2018,REMEMBER: The SAME people who SUPPORT  want to take away your RIGHT to protect yourself.,
7.13E+17,3/30/2018,"if these kids of  even understood the slightest reality of  ... they would end up on a whole new topic called ""gun running"" ... the FBI is guilty... people...",
7.13E+17,3/30/2018," Brilliant! Engage with all the senses. Here's an empowerment playlist for  people like me.    "", ""I am  and we failed you,  Y. My leaders are now  _kasky . I will follow them 2 victory. It's time that X followed Y for a change!    "")",
7.16E+17,3/30/2018,"Actually, ur security is likely carrying a Glock 45 like police, & that IS a semiautomatic. Almost all  today are. Thank you for proving, once again, that the loudest in  are usually the most uneducated & dumbest. Money obvi didn't buy you brains.",
7.21E+17,3/30/2018,My thoughts on gun control,
723041576,3/30/2018,Give these victims of  a voice in  debate: - millions dead in killing fields - millions marched to death camps - millions who perished in gulags - millions whose deaths were required to promote cultural revolution All defenseless & murdered by their government.,
7.24E+17,3/30/2018,Guns Explained With Catsvia     _,
726577010,3/30/2018,"Get your Tannerite from Red Dot Arms   "", ""Llama 1911 Max-I 38 Super 5\"", Chrome, Black  "")",
73038424,3/30/2018,"  ..inner  of   n  as  using da   2  or    against da   aka    "", "" A  ..a    by inner  of   n  as  but not  using da    2  or    against da   aka "", 
""This little boy isn't  anyone. da   n da   only use him as a   till they're done w/ him. If  is so ! Why    him? We all know why.    grow up as ."")",
730496665,3/30/2018,Need to watch this here vid.,
7.32E+17,3/30/2018,Forrest explains the history of  in the US.,
7.33E+17,3/30/2018,pathetic going after the  . They are using their rights as citizens to protest and demand our government take action for  Why are you so afraid of these students?,
7.42E+17,3/30/2018,Says it all doesn't it?,
7.43E+17,3/30/2018,Will the  activists ever be satisfied? Or will they keep pushing  til no guns are left?,
7.44E+17,3/30/2018,Can Stop  Long Before,
7.45E+17,3/30/2018,I thought  stopped selling  ? This photo was taken today at my local store,
7.49E+17,3/30/2018,"  "", """")",
7.50E+17,3/30/2018,What's difficult to understand is why folks think anyone would agree with a hundred percent of the positions Reagan held. He wasn't a god. He happened to be wrong on . Natural rights may not be infringed. Period.,
75112749,3/30/2018,Can Emma Gonzalez give us a Hollywood ending?via,
7.55E+17,3/30/2018,"Hey  can you explain that?      "", ""Guns save lives way more often than they do the opposite!       "")",
7.57E+17,3/30/2018,"Seriously if you wanna march how about joining the army and actually showing how much you care about this country then??       "", ""I mean maybe the idea of a purge once a year isn't such a bad idea       "")",
7.59E+17,3/30/2018,"Mass gun violence, gun control, solution sensible gun legislation, belief in the necessity for any of these may never manifest if we show the guns, show the shooters, show the unrest and never show the devastation. Show the scenes.",
76151330,3/30/2018,"And in case you forgot,  America is not a theocracy.  are not . Let's  and elect a female doctor who will get to work to make real change: !",
762534037,3/30/2018,"I guess this isn't constant coverage on  because it doesn't fit the  narrative they are told to push...Stabbing rampage at Pa. high school leaves 22 wounded        "", "" Student Suspended For Refusing To Leave Classroom During  Walkout...Because he disagreed with the  activists           "", 
""I wonder which one in the background is their ARMED SECURITY at a  rally?              "")",
7.68E+17,3/30/2018,They don't? You might wanna double check on that.,
7.70E+17,3/30/2018,"Italian Woman Enters Gun Debate, Slays Liberals in Less Than 10 Seconds",
7.75E+17,3/30/2018,Switzerland Has High Gun Ownership But No Mass Shootings,
77550503,3/30/2018,When is it okay to talk back to someone who keeps falsely branding you a murderer?,
7776912,3/30/2018,"When he's needed most on and off the field, '  stands tall w/ kids  for  & homers as a tribute in floridavia",
7.78E+17,3/30/2018,"congress doesn't work , never has. Owned by lobbyists",
7.81E+17,3/30/2018,SLAVE PLUS GUN EQUALS FREEDOM!!!,
7.82E+17,3/30/2018,"As a veteran myself, I get really peeved when I hear my brothers and sisters in arms cry out for . It's disgusting and they're ignorant of history.",
